2020-06-10 15:06:53.712 The 0-th variable: name is x, valueReference is 0, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:06.041 The 4416-th variable: name is pathPlanning.pathToAxis1.q[1], valueReference is 16294, valueType is 1, valueInit is -1.047197551196598, causality is 8.

2020-06-10 17:10:06.042 The 4417-th variable: name is pathPlanning.pathToAxis2.q[1], valueReference is 16294, valueType is 1, valueInit is -1.047197551196598, causality is 8.

2020-06-10 17:10:06.042 The 4418-th variable: name is pathPlanning.pathToAxis3.q[1], valueReference is 16294, valueType is 1, valueInit is -1.047197551196598, causality is 8.

2020-06-10 17:10:06.043 The 4419-th variable: name is pathPlanning.pathToAxis4.q[1], valueReference is 16294, valueType is 1, valueInit is -1.047197551196598, causality is 8.

2020-06-10 17:10:06.043 The 4420-th variable: name is pathPlanning.pathToAxis5.q[1], valueReference is 16294, valueType is 1, valueInit is -1.047197551196598, causality is 8.

2020-06-10 17:10:06.043 The 4421-th variable: name is pathPlanning.pathToAxis6.q[1], valueReference is 16294, valueType is 1, valueInit is -1.047197551196598, causality is 8.

2020-06-10 17:10:06.044 The 4422-th variable: name is mechanics.load.frame_b.r_0[3], valueReference is 2127, valueType is 1, valueInit is 0.5695708939243542, causality is 8.

2020-06-10 17:10:06.045 The 4423-th variable: name is mechanics.load.frame_b.r_0[2], valueReference is 2126, valueType is 1, valueInit is 1.351240473737255, causality is 8.

2020-06-10 17:10:06.045 The 4424-th variable: name is mechanics.load.frame_b.r_0[1], valueReference is 2125, valueType is 1, valueInit is -0.986525726789405, causality is 8.

2020-06-10 17:10:06.045 The 4425-th variable: name is mechanics.load.frame_b.R.w[3], valueReference is 2187, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.046 The 4426-th variable: name is mechanics.load.frame_b.R.w[2], valueReference is 2186, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.046 The 4427-th variable: name is mechanics.load.frame_b.R.w[1], valueReference is 2185, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.047 The 4428-th variable: name is mechanics.load.frame_b.R.T[3, 3], valueReference is 612, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.047 The 4429-th variable: name is mechanics.load.frame_b.R.T[3, 2], valueReference is 611, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:06.048 The 4430-th variable: name is mechanics.load.frame_b.R.T[3, 1], valueReference is 610, valueType is 1, valueInit is -0.8660254037844386, causality is 8.

2020-06-10 17:10:06.048 The 4431-th variable: name is mechanics.load.frame_b.R.T[2, 3], valueReference is 609, valueType is 1, valueInit is -2.775557561562891e-017, causality is 8.

2020-06-10 17:10:06.049 The 4432-th variable: name is mechanics.load.frame_b.R.T[2, 2], valueReference is 608, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:06.049 The 4433-th variable: name is mechanics.load.frame_b.R.T[2, 1], valueReference is 607, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:06.049 The 4434-th variable: name is mechanics.load.frame_b.R.T[1, 3], valueReference is 606, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.050 The 4435-th variable: name is mechanics.load.frame_b.R.T[1, 2], valueReference is 605, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.050 The 4436-th variable: name is mechanics.load.frame_b.R.T[1, 1], valueReference is 604, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.051 The 4437-th variable: name is mechanics.b5.frameTranslation.frame_b.r_0[3], valueReference is 2127, valueType is 1, valueInit is 0.5695708939243542, causality is 8.

2020-06-10 17:10:06.051 The 4438-th variable: name is mechanics.b5.frame_b.r_0[3], valueReference is 2127, valueType is 1, valueInit is 0.5695708939243542, causality is 8.

2020-06-10 17:10:06.051 The 4439-th variable: name is mechanics.b5.frameTranslation.frame_b.r_0[2], valueReference is 2126, valueType is 1, valueInit is 1.351240473737255, causality is 8.

2020-06-10 17:10:06.052 The 4440-th variable: name is mechanics.b5.frame_b.r_0[2], valueReference is 2126, valueType is 1, valueInit is 1.351240473737255, causality is 8.

2020-06-10 17:10:06.052 The 4441-th variable: name is mechanics.b5.frameTranslation.frame_b.r_0[1], valueReference is 2125, valueType is 1, valueInit is -0.986525726789405, causality is 8.

2020-06-10 17:10:06.053 The 4442-th variable: name is mechanics.b5.frame_b.r_0[1], valueReference is 2125, valueType is 1, valueInit is -0.986525726789405, causality is 8.

2020-06-10 17:10:06.053 The 4443-th variable: name is mechanics.b5.frame_b.R.w[3], valueReference is 1991, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.054 The 4444-th variable: name is mechanics.b5.frame_b.R.w[2], valueReference is 1990, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.054 The 4445-th variable: name is mechanics.b5.frame_b.R.w[1], valueReference is 1989, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.054 The 4446-th variable: name is mechanics.b5.frame_b.R.T[3, 3], valueReference is 515, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.055 The 4447-th variable: name is mechanics.b5.frame_b.R.T[3, 2], valueReference is 514, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:06.055 The 4448-th variable: name is mechanics.b5.frame_b.R.T[3, 1], valueReference is 513, valueType is 1, valueInit is -0.8660254037844386, causality is 8.

2020-06-10 17:10:06.056 The 4449-th variable: name is mechanics.b5.frame_b.R.T[2, 3], valueReference is 609, valueType is 1, valueInit is -2.775557561562891e-017, causality is 8.

2020-06-10 17:10:06.056 The 4450-th variable: name is mechanics.b5.frame_b.R.T[2, 2], valueReference is 608, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:06.057 The 4451-th variable: name is mechanics.b5.frame_b.R.T[2, 1], valueReference is 607, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:06.058 The 4452-th variable: name is mechanics.b5.frame_b.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.058 The 4453-th variable: name is mechanics.b5.frame_b.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.058 The 4454-th variable: name is mechanics.b5.frame_b.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.059 The 4455-th variable: name is mechanics.b5.frameTranslation.frame_a.r_0[3], valueReference is 1931, valueType is 1, valueInit is 0.5695708939243542, causality is 8.

2020-06-10 17:10:06.059 The 4456-th variable: name is mechanics.r5.frame_b.r_0[3], valueReference is 1931, valueType is 1, valueInit is 0.5695708939243542, causality is 8.

2020-06-10 17:10:06.060 The 4457-th variable: name is mechanics.b5.frameTranslation.frame_a.r_0[2], valueReference is 1930, valueType is 1, valueInit is 1.226240473737255, causality is 8.

2020-06-10 17:10:06.060 The 4458-th variable: name is mechanics.r5.frame_b.r_0[2], valueReference is 1930, valueType is 1, valueInit is 1.226240473737255, causality is 8.

2020-06-10 17:10:06.060 The 4459-th variable: name is mechanics.b5.frameTranslation.frame_a.r_0[1], valueReference is 1929, valueType is 1, valueInit is -0.986525726789405, causality is 8.

2020-06-10 17:10:06.061 The 4460-th variable: name is mechanics.r5.frame_b.r_0[1], valueReference is 1929, valueType is 1, valueInit is -0.986525726789405, causality is 8.

2020-06-10 17:10:06.061 The 4461-th variable: name is mechanics.b5.frameTranslation.frame_a.R.w[3], valueReference is 1991, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.062 The 4462-th variable: name is mechanics.r5.frame_b.R.w[3], valueReference is 1991, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.062 The 4463-th variable: name is mechanics.b5.frame_a.R.w[3], valueReference is 1991, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.063 The 4464-th variable: name is mechanics.b5.frameTranslation.frame_a.R.w[2], valueReference is 1990, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.063 The 4465-th variable: name is mechanics.r5.frame_b.R.w[2], valueReference is 1990, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.063 The 4466-th variable: name is mechanics.b5.frame_a.R.w[2], valueReference is 1990, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.064 The 4467-th variable: name is mechanics.b5.frameTranslation.frame_a.R.w[1], valueReference is 1989, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.064 The 4468-th variable: name is mechanics.r5.frame_b.R.w[1], valueReference is 1989, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.065 The 4469-th variable: name is mechanics.b5.frame_a.R.w[1], valueReference is 1989, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.065 The 4470-th variable: name is mechanics.b5.frameTranslation.frame_a.R.T[3, 3], valueReference is 515, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.065 The 4471-th variable: name is mechanics.b5.body.frame_a.R.T[3, 3], valueReference is 515, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.066 The 4472-th variable: name is mechanics.b5.frame_a.R.T[3, 3], valueReference is 515, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.066 The 4473-th variable: name is mechanics.b5.frameTranslation.frame_a.R.T[3, 2], valueReference is 514, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:06.067 The 4474-th variable: name is mechanics.b5.body.frame_a.R.T[3, 2], valueReference is 514, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:06.067 The 4475-th variable: name is mechanics.b5.frame_a.R.T[3, 2], valueReference is 514, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:06.068 The 4476-th variable: name is mechanics.b5.frameTranslation.frame_a.R.T[3, 1], valueReference is 513, valueType is 1, valueInit is -0.8660254037844386, causality is 8.

2020-06-10 17:10:06.068 The 4477-th variable: name is mechanics.b5.body.frame_a.R.T[3, 1], valueReference is 513, valueType is 1, valueInit is -0.8660254037844386, causality is 8.

2020-06-10 17:10:06.068 The 4478-th variable: name is mechanics.b5.frame_a.R.T[3, 1], valueReference is 513, valueType is 1, valueInit is -0.8660254037844386, causality is 8.

2020-06-10 17:10:06.069 The 4479-th variable: name is mechanics.b5.frameTranslation.frame_a.R.T[2, 3], valueReference is 609, valueType is 1, valueInit is -2.775557561562891e-017, causality is 8.

2020-06-10 17:10:06.069 The 4480-th variable: name is mechanics.b5.body.frame_a.R.T[2, 3], valueReference is 609, valueType is 1, valueInit is -2.775557561562891e-017, causality is 8.

2020-06-10 17:10:06.070 The 4481-th variable: name is mechanics.b5.frame_a.R.T[2, 3], valueReference is 609, valueType is 1, valueInit is -2.775557561562891e-017, causality is 8.

2020-06-10 17:10:06.070 The 4482-th variable: name is mechanics.b5.frameTranslation.frame_a.R.T[2, 2], valueReference is 608, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:06.070 The 4483-th variable: name is mechanics.b5.body.frame_a.R.T[2, 2], valueReference is 608, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:06.071 The 4484-th variable: name is mechanics.b5.frame_a.R.T[2, 2], valueReference is 608, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:06.071 The 4485-th variable: name is mechanics.b5.frameTranslation.frame_a.R.T[2, 1], valueReference is 607, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:06.072 The 4486-th variable: name is mechanics.b5.body.frame_a.R.T[2, 1], valueReference is 607, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:06.072 The 4487-th variable: name is mechanics.b5.frame_a.R.T[2, 1], valueReference is 607, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:06.073 The 4488-th variable: name is mechanics.b5.frameTranslation.frame_a.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.073 The 4489-th variable: name is mechanics.b5.body.frame_a.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.073 The 4490-th variable: name is mechanics.b5.frame_a.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.074 The 4491-th variable: name is mechanics.b5.frameTranslation.frame_a.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.074 The 4492-th variable: name is mechanics.b5.body.frame_a.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.075 The 4493-th variable: name is mechanics.b5.frame_a.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.075 The 4494-th variable: name is mechanics.b5.frameTranslation.frame_a.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.075 The 4495-th variable: name is mechanics.b5.body.frame_a.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.076 The 4496-th variable: name is mechanics.b5.frame_a.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.076 The 4497-th variable: name is mechanics.b4.frameTranslation.frame_b.r_0[3], valueReference is 1931, valueType is 1, valueInit is 0.5695708939243542, causality is 8.

2020-06-10 17:10:06.077 The 4498-th variable: name is mechanics.b4.frame_b.r_0[3], valueReference is 1931, valueType is 1, valueInit is 0.5695708939243542, causality is 8.

2020-06-10 17:10:06.077 The 4499-th variable: name is mechanics.b4.frameTranslation.frame_b.r_0[2], valueReference is 1930, valueType is 1, valueInit is 1.226240473737255, causality is 8.

2020-06-10 17:10:06.078 The 4500-th variable: name is mechanics.b4.frame_b.r_0[2], valueReference is 1930, valueType is 1, valueInit is 1.226240473737255, causality is 8.

2020-06-10 17:10:06.078 The 4501-th variable: name is mechanics.b4.frameTranslation.frame_b.r_0[1], valueReference is 1929, valueType is 1, valueInit is -0.986525726789405, causality is 8.

2020-06-10 17:10:06.079 The 4502-th variable: name is mechanics.b4.frame_b.r_0[1], valueReference is 1929, valueType is 1, valueInit is -0.986525726789405, causality is 8.

2020-06-10 17:10:06.079 The 4503-th variable: name is mechanics.b4.frame_b.R.w[3], valueReference is 1788, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.080 The 4504-th variable: name is mechanics.b4.frame_b.R.w[2], valueReference is 1787, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.080 The 4505-th variable: name is mechanics.b4.frame_b.R.w[1], valueReference is 1786, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.080 The 4506-th variable: name is mechanics.b4.frame_b.R.T[3, 3], valueReference is 421, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:06.081 The 4507-th variable: name is mechanics.b4.frame_b.R.T[3, 2], valueReference is 420, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:06.081 The 4508-th variable: name is mechanics.b4.frame_b.R.T[3, 1], valueReference is 419, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:06.082 The 4509-th variable: name is mechanics.b4.frame_b.R.T[2, 3], valueReference is 418, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.082 The 4510-th variable: name is mechanics.b4.frame_b.R.T[2, 2], valueReference is 417, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.082 The 4511-th variable: name is mechanics.b4.frame_b.R.T[2, 1], valueReference is 416, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.083 The 4512-th variable: name is mechanics.b4.frame_b.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.083 The 4513-th variable: name is mechanics.b4.frame_b.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.084 The 4514-th variable: name is mechanics.b4.frame_b.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.084 The 4515-th variable: name is mechanics.b4.frameTranslation.frame_a.r_0[3], valueReference is 1728, valueType is 1, valueInit is 0.4821794801912648, causality is 8.

2020-06-10 17:10:06.085 The 4516-th variable: name is mechanics.r4.frame_b.r_0[3], valueReference is 1728, valueType is 1, valueInit is 0.4821794801912648, causality is 8.

2020-06-10 17:10:06.085 The 4517-th variable: name is mechanics.b4.frameTranslation.frame_a.r_0[2], valueReference is 1727, valueType is 1, valueInit is 1.28985622039583, causality is 8.

2020-06-10 17:10:06.085 The 4518-th variable: name is mechanics.r4.frame_b.r_0[2], valueReference is 1727, valueType is 1, valueInit is 1.28985622039583, causality is 8.

2020-06-10 17:10:06.086 The 4519-th variable: name is mechanics.b4.frameTranslation.frame_a.r_0[1], valueReference is 1726, valueType is 1, valueInit is -0.8351593580584215, causality is 8.

2020-06-10 17:10:06.086 The 4520-th variable: name is mechanics.r4.frame_b.r_0[1], valueReference is 1726, valueType is 1, valueInit is -0.8351593580584215, causality is 8.

2020-06-10 17:10:06.087 The 4521-th variable: name is mechanics.b4.frameTranslation.frame_a.R.w[3], valueReference is 1788, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.087 The 4522-th variable: name is mechanics.r4.frame_b.R.w[3], valueReference is 1788, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.088 The 4523-th variable: name is mechanics.b4.frame_a.R.w[3], valueReference is 1788, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.089 The 4524-th variable: name is mechanics.b4.frameTranslation.frame_a.R.w[2], valueReference is 1787, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.089 The 4525-th variable: name is mechanics.r4.frame_b.R.w[2], valueReference is 1787, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.090 The 4526-th variable: name is mechanics.b4.frame_a.R.w[2], valueReference is 1787, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.090 The 4527-th variable: name is mechanics.b4.frameTranslation.frame_a.R.w[1], valueReference is 1786, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.090 The 4528-th variable: name is mechanics.r4.frame_b.R.w[1], valueReference is 1786, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.091 The 4529-th variable: name is mechanics.b4.frame_a.R.w[1], valueReference is 1786, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.091 The 4530-th variable: name is mechanics.b4.frameTranslation.frame_a.R.T[3, 3], valueReference is 421, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:06.092 The 4531-th variable: name is mechanics.b4.body.frame_a.R.T[3, 3], valueReference is 421, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:06.092 The 4532-th variable: name is mechanics.b4.frame_a.R.T[3, 3], valueReference is 421, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:06.093 The 4533-th variable: name is mechanics.b4.frameTranslation.frame_a.R.T[3, 2], valueReference is 420, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:06.093 The 4534-th variable: name is mechanics.b4.body.frame_a.R.T[3, 2], valueReference is 420, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:06.093 The 4535-th variable: name is mechanics.b4.frame_a.R.T[3, 2], valueReference is 420, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:06.094 The 4536-th variable: name is mechanics.b4.frameTranslation.frame_a.R.T[3, 1], valueReference is 419, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:06.094 The 4537-th variable: name is mechanics.b4.body.frame_a.R.T[3, 1], valueReference is 419, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:06.095 The 4538-th variable: name is mechanics.b4.frame_a.R.T[3, 1], valueReference is 419, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:06.095 The 4539-th variable: name is mechanics.b4.frameTranslation.frame_a.R.T[2, 3], valueReference is 418, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.095 The 4540-th variable: name is mechanics.b4.body.frame_a.R.T[2, 3], valueReference is 418, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.096 The 4541-th variable: name is mechanics.b4.frame_a.R.T[2, 3], valueReference is 418, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.096 The 4542-th variable: name is mechanics.b4.frameTranslation.frame_a.R.T[2, 2], valueReference is 417, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.097 The 4543-th variable: name is mechanics.b4.body.frame_a.R.T[2, 2], valueReference is 417, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.097 The 4544-th variable: name is mechanics.b4.frame_a.R.T[2, 2], valueReference is 417, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.098 The 4545-th variable: name is mechanics.b4.frameTranslation.frame_a.R.T[2, 1], valueReference is 416, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.098 The 4546-th variable: name is mechanics.b4.body.frame_a.R.T[2, 1], valueReference is 416, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.098 The 4547-th variable: name is mechanics.b4.frame_a.R.T[2, 1], valueReference is 416, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.099 The 4548-th variable: name is mechanics.b4.frameTranslation.frame_a.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.099 The 4549-th variable: name is mechanics.b4.body.frame_a.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.100 The 4550-th variable: name is mechanics.b4.frame_a.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.100 The 4551-th variable: name is mechanics.b4.frameTranslation.frame_a.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.100 The 4552-th variable: name is mechanics.b4.body.frame_a.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.101 The 4553-th variable: name is mechanics.b4.frame_a.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.101 The 4554-th variable: name is mechanics.b4.frameTranslation.frame_a.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.102 The 4555-th variable: name is mechanics.b4.body.frame_a.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.102 The 4556-th variable: name is mechanics.b4.frame_a.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.103 The 4557-th variable: name is mechanics.b3.frameTranslation.frame_b.r_0[3], valueReference is 1728, valueType is 1, valueInit is 0.4821794801912648, causality is 8.

2020-06-10 17:10:06.103 The 4558-th variable: name is mechanics.b3.frame_b.r_0[3], valueReference is 1728, valueType is 1, valueInit is 0.4821794801912648, causality is 8.

2020-06-10 17:10:06.103 The 4559-th variable: name is mechanics.b3.frameTranslation.frame_b.r_0[2], valueReference is 1727, valueType is 1, valueInit is 1.28985622039583, causality is 8.

2020-06-10 17:10:06.104 The 4560-th variable: name is mechanics.b3.frame_b.r_0[2], valueReference is 1727, valueType is 1, valueInit is 1.28985622039583, causality is 8.

2020-06-10 17:10:06.104 The 4561-th variable: name is mechanics.b3.frameTranslation.frame_b.r_0[1], valueReference is 1726, valueType is 1, valueInit is -0.8351593580584215, causality is 8.

2020-06-10 17:10:06.105 The 4562-th variable: name is mechanics.b3.frame_b.r_0[1], valueReference is 1726, valueType is 1, valueInit is -0.8351593580584215, causality is 8.

2020-06-10 17:10:06.105 The 4563-th variable: name is mechanics.b3.frame_b.R.w[3], valueReference is 1585, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.105 The 4564-th variable: name is mechanics.b3.frame_b.R.w[2], valueReference is 1584, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:06.106 The 4565-th variable: name is mechanics.b3.frame_b.R.w[1], valueReference is 1583, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:06.106 The 4566-th variable: name is mechanics.b3.frame_b.R.T[3, 3], valueReference is 326, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:06.107 The 4567-th variable: name is mechanics.b3.frame_b.R.T[3, 2], valueReference is 325, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:06.107 The 4568-th variable: name is mechanics.b3.frame_b.R.T[3, 1], valueReference is 324, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:06.107 The 4569-th variable: name is mechanics.b3.frame_b.R.T[2, 3], valueReference is 418, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:06.108 The 4570-th variable: name is mechanics.b3.frame_b.R.T[2, 2], valueReference is 417, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:06.108 The 4571-th variable: name is mechanics.b3.frame_b.R.T[2, 1], valueReference is 416, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:06.109 The 4572-th variable: name is mechanics.b3.frame_b.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:06.109 The 4573-th variable: name is mechanics.b3.frame_b.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:06.110 The 4574-th variable: name is mechanics.b3.frameTranslation.frame_a.r_0[3], valueReference is 1524, valueType is 1, valueInit is 0.2611565465808424, causality is 8.

2020-06-10 17:10:06.110 The 4575-th variable: name is mechanics.r3.frame_b.r_0[3], valueReference is 1524, valueType is 1, valueInit is 0.2611565465808424, causality is 8.

2020-06-10 17:10:06.111 The 4576-th variable: name is mechanics.b3.frameTranslation.frame_a.r_0[2], valueReference is 1523, valueType is 1, valueInit is 1.285800203510841, causality is 8.

2020-06-10 17:10:06.111 The 4577-th variable: name is mechanics.r3.frame_b.r_0[2], valueReference is 1523, valueType is 1, valueInit is 1.285800203510841, causality is 8.

2020-06-10 17:10:06.112 The 4578-th variable: name is mechanics.b3.frameTranslation.frame_a.r_0[1], valueReference is 1522, valueType is 1, valueInit is -0.452336407407247, causality is 8.

